0.052,97383.065
0.94,97437.5
1.567,97364.919
1.984,97219.758
2.193,97056.452
2.611,96893.145
2.82,96711.694
3.029,96475.806
3.342,96312.5
3.76,96022.177
3.969,95858.871
4.595,95750
4.804,95586.694
5.117,95405.242
5.431,95296.371
5.64,95169.355
5.849,95078.629
6.162,94897.177
6.684,94752.016
7.102,94606.855
7.728,94425.403
7.937,94316.532
8.46,94280.242
8.982,94171.371
9.504,94098.79
10.026,94044.355
10.444,94008.065
11.279,93953.629
11.906,93953.629
12.846,94062.5
13.89,94189.516
14.621,94280.242
15.039,94316.532
15.77,94389.113
16.501,94479.839
17.337,94588.71
18.172,94679.435
19.112,94806.452
19.426,94860.887
20.052,94915.323
20.574,94969.758
21.305,95042.339
21.932,95114.919
22.768,95205.645
23.394,95296.371
23.916,95332.661
24.648,95459.677
25.379,95550.403
26.214,95622.984
26.736,95695.565
27.467,95786.29
28.303,95895.161
28.93,95967.742
29.556,96040.323
30.287,96112.903
30.705,96149.194
31.332,96276.21
31.749,96312.5
32.376,96403.226
32.898,96457.661
33.42,96530.242
33.943,96602.823
34.674,96639.113
35.091,96711.694
35.509,96784.274
36.136,96856.855
36.762,96911.29
37.389,96965.726
38.016,97002.016
38.329,97074.597
39.217,97147.177
